platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,manual_label,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100
naver,락희옥 마포본점,reviewer_000094,1002,2026-03-29,1.0,영수증,친구들 점심 모임으로 예약후 이용. 낮부터 술 마실 수 있는 곳이라 밥값이라기보다 안주 값임. 맛은 괜찮았고 가격대비 양은 조금 적은 느낌. 식사만 하러가긴 좀 그렇고 술 좋아하는 사람은 괜찮을 듯. 친절하시고 깨끗함. 주차 편함.,129,1,,,,1,15.899999999999999,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,5,1,3,0,0,3,0,0,0,0,0,5,0,2,6,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
kakao,금금 성수점,reviewer_001138,157,2026-04-06,,,"된장어쩌구 메뉴에 홀려서 들어갔으나, 맛 서비스 다 최저. 무슨 반찬인지 모르는 그건 맛있었다.",53,0,1.0,4.2,골드 레벨,0,6.0,1,high,1.0,1.0,experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | account_review_count_over_100:+1.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
kakao,각시보쌈,reviewer_000516,35,2025-12-05,,,2시40분까지 라스트오더라고 늦을까봐.미리 주문하려고 전화했더니 인수 물어보더니 잠시만요 하고 갑자기 재료소진이라함 에바,67,0,1.0,4.9,실버 레벨,0,8.5,1,high,1.0,1.0,experience_context:+1.0 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5,0,2,0,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
naver,굴다리식당,reviewer_000074,437,2025-11-23,1.0,영수증,정겹고 토속적인 곳. 이 반찬도 잘 나오고 김도 주셔요. 김치찌개 제육볶음 다 맛있습니다,49,1,,,,0,4.0,0,high,1.0,,first_visit:-0.2 | has_menu:+0.3 | has_sensory_detail:+0.6 | positive_narrative:+2.0 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
naver,할머니의 레시피,reviewer_001326,1844,2026-03-07,3.0,영수증,며칠 전 가리비를 잘못 먹고 급성 장염으로 고생한 아들을 위한 저녁 선택,40,1,,,,0,3.3,0,ambiguous,0.5,,experience_context:+1.0 | category_count:+0.7 | revisit:+0.8 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
kakao,이태리국시 성수,reviewer_001989,2,2026-04-05,,예약,"신기한 메뉴가 많고 맛도 좋다! 분위기도 괜찮습니다! 데이트 코스로도 최적인거 같아요. 갑오징오파에야, 반계마늘돌솥리조토 강추! 건강한 재료에 맛도 있으니까 대만족이네요~",95,1,5.0,5.0,브론즈 레벨,0,4.8,0,high,1.0,5.0,account_review_count_under_5:-0.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
kakao,각시보쌈,reviewer_000507,17,2026-02-22,,영수증,고기 맛있긴 한데 먼가 보쌈으로서 싸먹엇을때 느겨지는 감칠맛? 이 부족한 느낌;; 나만그럴수도..,54,0,3.0,4.6,실버 레벨,1,6.5,1,high,1.0,3.0,has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
naver,태양곱창 성수점,reviewer_002133,30,2026-04-13,1.0,,항상 사람 많아서 못 먹었는데 친구랑 지나가다가 마침 자리 있어서 바로 들어왔어요!!! 잡내도 안 나고 곱창도 부드러워서 친구랑 마싯게 먹었어요 콘치즈도 추천합니도 ??????,98,1,,,,1,14.100000000000003,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,2,3,2,0,0,0,0,0,2,2,1,6,0,1,2,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
naver,각시보쌈,reviewer_000010,2248,2026-04-14,3.0,영수증,"올때마다 대기후 입장이었는데 대기없이 기분좋게 자리잡고, 벗과 함께 즐겁게 먹고 마시고 왔습니다 항정살 보쌈이라 부드럽고 입안에서 살살 녹는 식감 너무 좋아요",88,1,,,,1,18.200000000000003,1,high,1.0,,experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | revisit:+0.8 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,5,1,2,0,0,2,0,1,1,2,2,3,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
naver,옥동식,reviewer_000144,1115,2026-02-19,1.0,영수증,음식이 깔끔해요 평양냉면 급,15,1,,,,0,-1.4999999999999998,0,low,0.2,,short_low_specificity:-1.5 | menu_without_experience_detail:-1.0 | first_visit_short_low_specificity:-1 | has_menu:+0.3 | category_count:+0.7 | short_but_menu_only_food_review:+0.2 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
kakao,이태리국시 성수,reviewer_001882,2,2026-04-22,,영수증,"후기 보고 기대하고 갔지만, 전 좀 실망스러웠네요. 맛은 평범하고, 곱창 파스타는 먹고나서 니글거리고 텁텁헀습니다.",64,1,3.0,3.5,브론즈 레벨,1,7.8999999999999995,1,high,1.0,3.0,account_review_count_under_5:-0.5 | experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | photo_without_enough_detail:-0.2,0,1,2,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
kakao,능동미나리 성수점,reviewer_001193,1,2026-01-26,,,육회비빔밥이랑 미나리곰탕 먹었는데 너무 맛있었어요!! 공기밥도 하나씩 무료로 리필 되는점이 좋았습니당 다음에는 육전도 먹어볼려구요ㅎㅎ,74,0,5.0,5.0,브론즈 레벨,1,7.0,1,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5,2,1,4,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0
naver,락희옥 마포본점,reviewer_000116,1849,2026-02-06,1.0,영수증,"떡갈비는 달지 않아 좋았는데, 같이 곁들여주신 야채 양념이 너무 달았고, 된장찌개는 많이 짜네요.",54,1,,,,1,13.8,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,1,2,4,1,0,0,3,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
kakao,태양곱창 성수점,reviewer_000920,18,2025-09-16,,,곱창 전골 후기 진짜 무맛.... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 고추가루 맛 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내가 발로 만들어도 이것보단 낫겟다ㅠㅜ 우리집강아지가 와도 이것보단 잘 만들겟다ㅠㅜ 리뷰 안좋아도 일단 먹어보고 결정하자 해서 들어왓는데 국물한입 먹고 세상이 날 몰카하나 싶었음 왜 사람이.. 많은거지..? 이런거 먹고 맛잇다고 하면 안돼요..ㅠㅡㅜ,225,0,1.0,4.0,실버 레벨,1,12.599999999999998,1,high,1.0,1.0,experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5,2,3,4,1,0,0,1,0,1,0,0,0,3,0,0,5,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
kakao,태양곱창 성수점,reviewer_002082,120,2025-03-16,,,끓이다보니 맛이 더 올라오고 맛있었어요! 감자전도 볶음밥도 따뜻할때 얼렁 드세요 굿굿,47,1,4.0,3.8,골드 레벨,0,4.2,0,high,1.0,4.0,has_menu:+0.3 | has_sensory_detail:+0.6 | positive_narrative:+2.0 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
naver,소문난성수감자탕,reviewer_001787,14,2025-12-04,1.0,영수증,"직원분들은 반말하고, 계산하시는 분은 인사는 커녕 저와 한마디도 안하시네요. 인사는 안하는 스타일이시라고 해도 최소한 결제가 되었는지 아닌지는 말해줘야 제가 카드를 뽑고 나가지 않을까요? 기대하고 먹으러 간거였는데 다시 이용할 생각 없습니다.",135,0,,,,0,9.3,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
kakao,소문난성수감자탕,reviewer_001599,193,2025-03-14,,,"딱히 특색 없는 맛+도떼기시장(정신 하나도 없음) 멀리서 굳이 갈 필요 없습니다. 마포구에서 여기까지 가본 후로, 감자탕 땡기는 날에 저는 동네 조마루 갑니다.",89,0,3.0,3.7,골드 레벨,1,5.6,0,high,1.0,3.0,experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
kakao,성수족발,reviewer_001370,411,2025-08-22,,영수증,"고기는 부드럽고 껍질은 쫄깃하다. 잡내도 안나고 맛있는 족발인 건 맞는데 나한테는 좀 달다. 아직도 좌식을 고수하고 있고, 장소가 협소함은 견뎌내야 한다.",86,1,3.0,3.5,골드 레벨,1,14.899999999999999,1,high,1.0,3.0,has_menu:+0.3 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,3,2,1,0,0,1,0,0,0,3,0,0,0,0,3,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
naver,할머니의 레시피,reviewer_002366,1235,2026-02-21,1.0,,아기의자 있는 곳을 검색했을때 나와서 방문해보았습니다. 메뉴도 깔끔하고 맛나보여서 선택했는데 결론적으로는 너무 만족스러웠어요^^ 날 좋은 토요일 저녁 6시 다되서 방문했는데 웨이팅이 있더라구요. 지하 대기공간에서 메뉴보며 기다릴 수 있어서 웨이팅도 좀 편히 할 수 있었습니다. 순서가 되면 방송으로 불러주세요. 메뉴가 전반적으로 깔끔하고 맛나보여서 고민했는데 많이들 쌈밥정식이랑 떡갈비정식 시키셔서 똑같이 시켰네요ㅋㅋㅋ 기본반찬 5가지가 먼저 나오는데 깔끔하니 좋았어요. 메인메뉴들도 다 맛있었습니다. 제육은 살짝 매워서 매운거 못드시는 분들은 다른 메뉴를 선택하는 것도 방법인 것 같아요. 떡갈비도 적당히 달달하니 맛나요. 부분적으로 아주 조금 질긴 부분이 있긴 했지만 맛있었습니다:) 부모님들이랑 또 오고 싶어요,400,1,,,,1,19.900000000000002,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,3,11,7,4,1,0,6,0,1,0,1,3,4,2,0,9,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
kakao,마포양지설렁탕 도화점,reviewer_000612,27,2025-06-10,,영수증,제일 좋아하는 설렁탕집!너무 맛있어요~~김치도 최고,28,1,5.0,4.3,실버 레벨,0,-5.7,0,low,0.2,1.0,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | short_generic_review:-2 | no_number_detail_with_praise:-1 | menu_without_experience_detail:-1.0 | has_menu:+0.3 | positive_narrative:+2.0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
kakao,홍대 조선시대,reviewer_000878,215,2026-04-17,,,룸 공간 있으면 조용히 대화하기 좋아요!!,23,1,5.0,4.3,골드 레벨,0,-4.5,0,low,0.2,1.0,short_low_specificity:-1.5 | short_generic_review:-2 | no_number_detail_with_praise:-1 | menu_without_experience_detail:-1.0 | has_menu:+0.3 | category_count:+0.7 | short_but_menu_only_food_review:+0.2 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
kakao,일등식당,reviewer_000791,510,2025-10-22,,,"이제는 너무 유명해진 망원동 등뼈해장국집, 그래도 가격이나 맛 서비스를 과거와 비슷한 수준으로 유지중. 등뼈해장국 살 많고 부드럽고 가성비 좋음. 줄서서먹거나 멀리서 찾아올정돈 아니지만 근처라면 먹을만하고 포장해서 집에서 끓여먹어도 좋음.",133,1,4.0,3.3,골드 레벨,1,17.9,1,high,1.0,4.0,experience_context:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,4,4,3,0,0,1,0,1,0,1,2,3,0,1,3,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
kakao,소문난성수감자탕,reviewer_001506,6,2025-08-28,,,"정신도 없고 추운데 번호표도 없이 의자에서 주구장창 기다림 금방 빠지긴 하는데... 소문에 비해, 기다린 거에 비해 생각보다 별로여서 천천히 먹고 있는데 다 드신거죠? 치울게요? 다 드신거아니에요? 진짜 옆테이블 중국인도 놀래서 다 쳐다봄 일하시는 분들 왜그런건지... 사람들 밖에서 기다리는 건 아는데 어쨌든 우리도 기다려서 들어온 건데요? 그냥 동네감자탕 가는게 낫습니다 특별한 맛은 없음",219,1,1.0,3.5,실버 레벨,1,10.899999999999999,1,high,1.0,1.0,account_review_count_under_10:-0.2 | experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | has_photo_with_detail:+0.2,0,3,1,1,0,1,3,0,1,0,0,0,2,0,1,7,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
naver,태양곱창 성수점,reviewer_001859,92,2026-04-07,1.0,영수증,우리아들최애 집이에요 ㅎㅎㅎ 넘 맛잇어요,22,1,,,,0,-10.0,0,low,0.2,,short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | first_visit_short_low_specificity:-1 | account_review_count_over_50:+0.7 | photo_without_enough_detail:-0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
naver,태양곱창 성수점,reviewer_001350,20,2026-04-25,1.0,영수증,맛있어요ㅠㅠㅜ 왜 이영지가 맛있다했는지 알겠어요 잘먹고 갑니다ㅎ,35,1,,,,0,0.6000000000000001,0,ambiguous,0.5,,first_visit:-0.2 | experience_context:+1.0 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
naver,태양곱창 성수점,reviewer_001131,17,2026-04-30,1.0,,"최고의맛, 친절하고, 서빙빠르고, 너무 좋아요!!!! 오랜만에 곱창볶음 땡겨서 왔어요??잘먹었습니다.",56,1,,,,0,6.6,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,3,1,1,1,0,0,0,0,1,0,0,0,2,1,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
naver,태양곱창 성수점,reviewer_002183,45,2026-03-26,1.0,,국물이 엄청 맛있어요!! 그리고 소자인데 곱창 양 보이시나요 엄청 양도 많고 굿굿 또 올거에욤,52,1,,,,0,5.6,0,high,1.0,,first_visit:-0.2 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,3,3,2,1,0,0,0,0,2,0,0,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
naver,굴다리식당,reviewer_000064,76,2026-01-18,1.0,영수증,홍석천이 원일 형님 채널 보고 꽃혀서 바로 와이프와 찾아 갔는데 주변에 유료 주차를 해야 되는 단점을 제외하고는 우리 부부가 좋아하는 김치찌개 와 제육볶음 계란말이 스타일이라 만족스러운 한끼였습니다 아침 여덟 시부터 밤 열 시까지 라는 매력적인 운영 시간이 아주 장점 입니다 포장도 가능합니다 인근 주차장은 30분의 2000원 십 분당 1000원 정도에 주차비라 조금 아쉽지만 지역 특성상 주차 할 곳이 있는 것만 해도 다행스럽 습니다,243,1,,,,1,13.599999999999998,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_50:+0.7 | has_photo_with_detail:+0.2,1,3,3,0,3,1,1,0,0,0,0,0,7,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
kakao,장인닭갈비 홍대점,reviewer_000812,44,2026-03-10,,,국내산 닭이랑 최고 신선한 모짜렐라 조합 안드셔 보셨으면 무조건!!!드세요 그리고 볶음밥마저 찐이라 안먹으면 후회함 ㅠㅠ,67,0,5.0,5.0,실버 레벨,0,10.899999999999999,1,high,1.0,5.0,has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0,1,2,4,1,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
